COG1961,28287.0
COG3209,23418.0
COG0732,22468.0
COG0827,21710.0
COG0582,19444.0
COG0534,19207.0
COG5492,18908.0
COG5295,18426.0
COG0463,17069.0
COG4646,16329.0
NOG02992,15660.0
COG4932,14772.0
COG1132,14432.0
COG1472,14382.0
COG0438,13432.0
COG3505,11310.0
COG0642,11194.0
COG0270,11131.0
COG0073,10866.0
COG1014,10848.0
COG0674,10285.0
COG1013,10083.0
COG0550,10060.0
COG1475,9829.0
COG3250,9810.0
COG0286,9776.0
COG0745,9709.0
COG2207,9388.0
COG3451,9360.0
COG0516,9225.0
COG0790,8872.0
COG1373,8736.0
COG4753,8342.0
COG0583,7930.0
COG0110,7895.0
COG0210,7824.0
COG0446,7496.0
COG0457,7493.0
NOG101249,7465.0
COG1131,7447.0
COG1136,7319.0
COG0451,7306.0
COG0739,7278.0
COG0395,7265.0
COG0768,7102.0
COG3210,6989.0
COG1924,6931.0
COG2217,6871.0
COG0370,6735.0
COG1653,6649.0
COG5412,6488.0
COG2244,6464.0
NOG00044,6436.0
COG0517,6425.0
COG1002,6420.0
COG0419,6395.0
COG0366,6329.0
COG0749,6279.0
COG0494,6271.0
COG2148,6268.0
COG3580,6230.0
COG0488,6214.0
COG0863,6167.0
COG0258,6162.0
COG4624,6145.0
COG2972,6067.0
COG1609,6041.0
COG1595,6024.0
COG1263,6009.0
COG0553,5990.0
COG1192,5980.0
COG0673,5969.0
COG0507,5959.0
COG0493,5917.0
COG1061,5915.0
COG0577,5876.0
COG0436,5865.0
COG0542,5738.0
COG1109,5694.0
COG4886,5674.0
COG0524,5672.0
COG0610,5641.0
COG0480,5620.0
COG1196,5582.0
COG0791,5570.0
COG1122,5557.0
COG1454,5469.0
COG0564,5462.0
NOG00011,5416.0
COG0629,5396.0
COG1175,5392.0
COG0515,5347.0
COG0860,5263.0
COG0388,5236.0
COG2265,5232.0
COG3279,5217.0
NOG05542,5201.0
COG1028,5190.0
COG0561,5148.0
COG0621,5122.0
COG3581,5083.0
COG0500,5072.0
COG0666,5050.0
COG2865,5049.0
COG0834,5033.0
COG1264,4990.0
COG1404,4987.0
COG0526,4950.0
COG0841,4943.0
COG1145,4930.0
COG0716,4897.0
COG0069,4831.0
COG2189,4770.0
COG1032,4748.0
COG0826,4740.0
COG5263,4739.0
COG3344,4708.0
COG0067,4688.0
COG0474,4684.0
COG0188,4663.0
COG0070,4647.0
COG1902,4632.0
COG0187,4570.0
COG3843,4545.0
COG1396,4534.0
COG5283,4523.0
COG1191,4494.0
COG1328,4469.0
COG0389,4469.0
COG0441,4458.0
COG0143,4450.0
COG0072,4397.0
COG0046,4393.0
COG1686,4382.0
COG0772,4381.0
COG0399,4357.0
COG0047,4356.0
COG2190,4264.0
COG0697,4243.0
COG0249,4232.0
