eggNOG,n,post_prob_Firmicutes,post_prob_Gamma
NOG15066,1.0,0.06372936346261947,0.0039241807019922284
NOG80544,1.0,0.06170908500371572,0.0039242506140331635
NOG76457,1.0,0.06021976991388883,0.008966049805735158
NOG65350,1.0,0.05915480491204875,0.008995766849109734
NOG131198,1.0,0.055772030286798925,0.003946935517702342
NOG221889,1.0,0.055772030286798925,0.003946935517702342
COG0788,1.0,0.05528673854490373,0.00392411448924814
NOG30287,2.0,0.05396880625032609,0.00153645432923154
NOG00371,4.0,0.053723052790756724,0.0005444662322528757
NOG212276,1.0,0.05302702318027847,0.003963473604840849
NOG50067,1.0,0.051428952602102916,0.003924361757968004
COG2813,3.0,0.051030729217318875,0.0003140416140441473
NOG214887,1.0,0.050355013431289425,0.003924100633456621
NOG03511,1.0,0.05008422799842439,0.0013915602363278805
COG1833,1.0,0.048633312110247365,0.0017641019697483768
NOG03353,2.0,0.04801641117653704,0.003910075479602773
NOG47336,1.0,0.04764928638087009,0.008936430051965321
NOG216485,1.0,0.04666375340642935,0.003931950723164336
NOG12019,1.0,0.04488682973833998,0.003924092832939009
COG3616,2.0,0.043949950729344545,0.0013742966065908291
NOG09794,1.0,0.043026703609628805,0.003924086969391928
COG4473,1.0,0.042326699757020934,0.003924086757228141
COG4357,1.0,0.042326699757020934,0.003924086757228141
NOG00448,3.0,0.04146646450325331,0.002623301045718721
NOG123094,1.0,0.04106114914540507,0.003924086118526868
NOG220204,1.0,0.04077268502056806,0.003924095971251502
NOG05394,1.0,0.04013142377338123,0.0039283850950604885
NOG05672,4.0,0.03931773149557419,0.0002850268596691771
NOG212587,1.0,0.03869327715539427,0.004500390870481752
NOG15941,1.0,0.038157680388461186,0.003938415412797372
NOG212323,3.0,0.0378418215759986,0.00030928665435478073
COG3735,3.0,0.036822954808893305,0.0013699112641102867
COG4953,3.0,0.036783230202139534,0.001369726640098643
NOG221156,1.0,0.03422644989886058,0.003924086166136109
COG3480,3.0,0.033680489719990846,0.0013788946160397247
NOG21733,1.0,0.03355220439354623,0.003924237472082436
NOG69719,1.0,0.03341589695218137,0.004015497357651811
NOG12038,2.0,0.03211307054901091,0.00153566307622145
NOG215663,1.0,0.031475279110592044,0.005693447875510906
NOG47328,2.0,0.030869303185691237,0.003235485042082176
NOG13285,2.0,0.030802222504755283,0.0035045703091220693
NOG101900,3.0,0.030715714338894185,0.007255016393730709
NOG46591,5.0,0.030451425038945237,0.0006235818300432596
NOG11520,1.0,0.02999482216489823,0.003924088611755361
NOG98084,4.0,0.029569880803564406,0.0012270387775117125
NOG52954,1.0,0.028923934290052904,0.003924128796420819
NOG52755,2.0,0.028787614505460517,0.0020231001524036105
NOG45695,1.0,0.02830597000624705,0.004278452493829566
NOG59110,1.0,0.02725906471223819,0.008363997703083475
NOG07870,2.0,0.026596844842400644,0.0007729349944026777
NOG113996,1.0,0.026551049863868623,0.003924135831209797
NOG67358,1.0,0.026524524929295187,0.008818917645260079
NOG86375,1.0,0.025670832093035188,0.003924094789521135
NOG213132,2.0,0.02556507246695025,0.0015370964484189879
COG3391,1.0,0.025445654666279405,0.003527925415972537
COG0699,1.0,0.024922909808474215,0.003965469475930926
NOG98443,1.0,0.024800418729361066,0.003928243329328509
NOG06122,2.0,0.024260754084684758,0.0015341434184037235
NOG21480,2.0,0.024127064890666235,0.0035052752555867457
NOG90278,2.0,0.023631612257530795,0.003089103536292874
NOG16117,2.0,0.02279386171535352,0.001534784962780181
NOG33939,2.0,0.02246918489622395,0.003141005864222939
NOG138218,1.0,0.022252687780210858,0.0015462229686510865
NOG37025,2.0,0.022167094474624668,0.0035278950572394953
NOG60304,1.0,0.021734164114805415,0.0021768972357499405
COG2764,1.0,0.021419913008421828,0.0075773085636948075
COG2158,2.0,0.02109909308188535,0.0005382384975410528
NOG72780,1.0,0.021052214933424972,0.00586616173698594
NOG219775,2.0,0.020905484856068423,0.0013709013563591673
NOG18650,1.0,0.020872429673997196,0.003924086415161499
NOG88753,1.0,0.020764649136337854,0.003925312801037977
NOG124686,1.0,0.020651078918129853,0.003924107474140774
NOG46961,1.0,0.0205640609444994,0.00392426950979459
NOG199814,1.0,0.0205640609444994,0.00392426950979459
NOG15960,1.0,0.0205640609444994,0.00392426950979459
NOG68089,3.0,0.020505914676388137,0.0005347598322314836
NOG02454,1.0,0.020370614841268262,0.007045261281942231
COG1715,5.0,0.02029639494773624,8.148607043344735e-05
NOG220332,1.0,0.020184036938153082,0.003924259741021856
NOG59468,1.0,0.020177538711524556,0.008091558714299715
NOG40679,2.0,0.0199052701723418,0.0015341254044985882
COG4233,1.0,0.019897913068806127,0.0002499555061223561
COG1123,3.0,0.01985368831143367,0.0011749353909764994
NOG00501,2.0,0.01951104296706306,0.0033117083884747554
NOG23965,1.0,0.019493148896582133,0.003924142526854508
NOG35576,1.0,0.019459039331386728,0.007301729885069203
NOG103709,2.0,0.019370895972611102,0.00350458049577804
COG4809,1.0,0.01928053763597128,0.003924101365982258
NOG01993,1.0,0.018947812389753994,0.006501678295562825
COG1199,8.0,0.018798833038119245,6.995523319948642e-07
COG2831,1.0,0.018750986893180353,0.001718351335544418
NOG82883,1.0,0.018600422396840167,0.003924102269976838
NOG206703,1.0,0.018357233915657925,0.007779527721802771
COG0468,9.0,0.0180356190950736,6.307095211344973e-17
NOG101510,1.0,0.017927869850212923,0.001534164800183764
COG3975,1.0,0.017869691126717605,0.004193940611741396
NOG84174,1.0,0.017850335363250324,0.0060274259456031395
COG2102,4.0,0.017595662485895797,0.0003946260806483611
NOG03150,1.0,0.017539637318914586,0.003927685111344753
NOG03071,3.0,0.01741011229242504,0.00024265079303260756
NOG91629,1.0,0.017353002128405983,0.003924086129119723
NOG212263,2.0,0.017287873635742513,0.0015354742871781844
NOG30109,1.0,0.017185954579625816,0.003924249042963324
NOG117536,1.0,0.01702468561643403,0.003927407690368428
NOG109692,1.0,0.016925006508466112,0.003982147660840524
NOG216099,1.0,0.01687090611600768,0.003924854107736958
NOG08084,1.0,0.016574831985157884,0.0039240871920948675
COG4386,1.0,0.016574831985157884,0.0039240871920948675
COG1437,3.0,0.016562023302217864,0.0006658495559423405
NOG84521,3.0,0.01609778332937648,0.0027576756477533165
COG4933,1.0,0.015858226136141452,0.008929555015908733
NOG08322,1.0,0.01581099822970123,0.003924088295597997
COG0026,2.0,0.015756830424754516,0.00023944865894642598
NOG60489,1.0,0.015355081596308636,0.004604033880114376
NOG33307,1.0,0.015331573939702053,0.003924107735645082
NOG05034,1.0,0.01528836886840114,0.0039240862040574665
NOG54218,1.0,0.015282263863089757,0.004572555928370648
NOG08906,4.0,0.015103748695972993,0.0009715194869123451
COG3304,4.0,0.014954184341684156,0.00029101931222533787
NOG213185,2.0,0.014908312018356172,0.0023765631137928757
NOG40439,1.0,0.014770615467400829,0.0089957669051094
NOG66523,2.0,0.014768938492877927,0.0035280620152070103
NOG127444,2.0,0.014487951487843912,0.0013762045824835944
NOG16286,1.0,0.014458935084876843,0.0039393005781866676
NOG65486,2.0,0.014371349987577844,0.0016934356159013866
NOG101662,1.0,0.01416903362837008,0.0039241180561166294
NOG89090,1.0,0.014021265812062995,0.003939785139616777
NOG109071,1.0,0.014021265812062995,0.003939785139616777
NOG215868,1.0,0.013806108249015833,0.0025803605132101283
NOG12328,1.0,0.013759297445310148,0.003924542942393565
NOG123866,1.0,0.013554275976349903,0.008995766861999792
COG5401,1.0,0.013430257022457346,0.003925650048999394
COG0308,3.0,0.013226709865438705,0.0013704679570645671
NOG36889,2.0,0.013180061340864337,0.0035073152377752817
NOG106354,3.0,0.01317644278268351,0.0007316910925179873
COG4734,3.0,0.013122947653222054,0.002580247741822287
NOG72122,1.0,0.01303880882785222,0.0039240862304554605
NOG52526,2.0,0.012965478321683965,0.001541001351352958
NOG01143,1.0,0.012875347996562647,0.003924086149082379
NOG40680,1.0,0.012875347996562647,0.003924086149082379
NOG95527,1.0,0.01275078673822523,0.007205557195072159
NOG80850,1.0,0.012561769638897782,0.005924804539923294
NOG120006,3.0,0.012509697866026522,0.0005793289802360164
NOG196251,1.0,0.012461484227325223,0.003924874801136892
COG3385,5.0,0.012436182921256072,2.5130942094002556e-05
NOG23596,1.0,0.012291180281372622,0.0035045251631133
COG0559,7.0,0.01229105196637372,8.475218144018893e-10
NOG91288,2.0,0.012139655600947253,0.003504852954121576
NOG81321,1.0,0.011984043676811577,0.003924086061201099
NOG43728,1.0,0.011890223314160668,0.008936434755540987
NOG39087,1.0,0.011748756975017444,0.00893643035757538
NOG36471,3.0,0.011724658876270744,0.0005988964160844671
NOG96380,2.0,0.011712455266624068,0.0035164025020137414
NOG63609,1.0,0.011646677985867208,0.007853904510386313
NOG21801,2.0,0.011624208754112419,0.0016346645162823481
NOG92702,1.0,0.011569864940854352,0.0019006751009654414
NOG87238,1.0,0.011560619621030775,0.003924156533139542
COG4784,1.0,0.011552138958778635,0.0015346176206776346
NOG103518,1.0,0.011534669565610023,0.004432636484397878
NOG06074,1.0,0.011463751109048735,0.002739351248259511
NOG167645,1.0,0.011457656999144793,0.005119805600516159
NOG150062,1.0,0.011457656999144793,0.005119805600516159
NOG80156,1.0,0.01142680206077488,0.004604205124703413
NOG94128,1.0,0.011353999777946712,0.009094789880687246
NOG63093,1.0,0.011326229170398891,0.003927316937156859
NOG35063,3.0,0.011226634469702452,0.001091190364281516
NOG37128,1.0,0.011216494413475699,0.003925290232420689
NOG16908,1.0,0.011207334412328103,0.003937325293258153
NOG104823,1.0,0.011162312635262463,0.003924147250457645
COG4644,1.0,0.011105277380555988,0.0005808871455001958
NOG50936,2.0,0.011039151946108426,0.00798506587555135
NOG02195,1.0,0.011022428173928997,0.008936433836661904
COG2919,2.0,0.011019829547567112,0.0035161285809924645
NOG216697,1.0,0.011018505398614284,0.008375734052284933
NOG81048,3.0,0.011012087693481982,0.002495721775996687
NOG13604,1.0,0.010998697642414516,0.008936430051959798
NOG125504,2.0,0.010949319365239615,0.0015372598619935486
COG3637,1.0,0.010928615577575037,0.003924092210100707
COG4512,1.0,0.010888350552388966,0.0039241041391725965
NOG148006,1.0,0.010879410926182845,0.0039240865176444414
NOG103610,1.0,0.010835692132870053,0.003924086154452571
NOG13741,5.0,0.01082865389870191,2.6100097536046816e-05
COG2259,3.0,0.010806600364401807,0.0005988975015249642
NOG13050,1.0,0.010784244151933584,0.003924304977405053
NOG79216,2.0,0.010776184922721728,0.003587020294188006
NOG69048,1.0,0.010764638679682878,0.004761331064434633
NOG18215,1.0,0.01076259109347907,0.003927945870361646
NOG81458,2.0,0.010731221215178848,0.003636708900809074
NOG69262,2.0,0.010658980045821945,0.008091557848622644
NOG40655,1.0,0.010531414856834736,0.00392408608908005
NOG88957,1.0,0.010486992020394242,0.003924191243628644
NOG82568,2.0,0.010474728515789646,0.005155083544990846
NOG206931,1.0,0.010439242267131991,0.003924086080734431
NOG11503,1.0,0.010405983772226835,0.003924330578083309
NOG79940,2.0,0.010405685513011452,0.008064804164092809
NOG174812,1.0,0.010357258053238803,0.008966049803014263
COG5635,3.0,0.010320842994961615,0.0009878507644049217
NOG50521,1.0,0.010224799979211384,0.007985065840741238
COG4819,1.0,0.010125071070368566,0.008588468360902102
NOG63870,1.0,0.010123485506608729,0.006947535427928085
NOG09182,1.0,0.010112009295167377,0.008995783043768454
NOG122554,1.0,0.010095485202787316,0.003924087748748086
NOG05160,3.0,0.010057571401934551,0.005788720947841469
NOG60464,1.0,0.010042752495410262,0.00896604980836125
NOG37558,1.0,0.00999455059436027,0.003924288337331206
NOG215167,2.0,0.009994216848521762,0.003150440786076127
NOG01603,1.0,0.009986592527443045,0.007498190050528878
NOG39497,2.0,0.009896121974035664,0.006480114381037065
NOG226584,1.0,0.009869448931536844,0.009001479895358915
COG3799,1.0,0.009868641438571182,0.003924086281085446
NOG118887,1.0,0.009844678131445447,0.003924417164805009
NOG103390,1.0,0.009844678131445447,0.003924417164805009
NOG51679,1.0,0.009833719783056357,0.003924452694538927
NOG102158,1.0,0.00983058026663455,0.008588515323250312
NOG67307,2.0,0.009820802425322104,0.005695224278241966
NOG129636,3.0,0.009729150320945614,0.0013788983099311835
NOG98631,1.0,0.009719533611414142,0.003924086255528477
NOG188908,1.0,0.009712920931680732,0.008936430052427459
NOG44942,1.0,0.009625333942790377,0.003924086363345954
COG3320,1.0,0.009561422326610424,0.008966049803037102
NOG01707,1.0,0.009553975506174461,0.00896604980366248
NOG44093,1.0,0.009552276288537553,0.003924186368054926
NOG104440,1.0,0.00952624355273733,0.003924087096038597
NOG10051,2.0,0.009524822949643982,0.0013742887508521693
NOG109417,1.0,0.009519186747205336,0.00392411184417891
NOG217246,1.0,0.009518745376416471,0.009011852430449604
NOG80924,2.0,0.009514188701963395,0.0015341254263073897
NOG219363,1.0,0.009505886169450683,0.008995795327758457
NOG51087,1.0,0.009492289666523894,0.003924587749508015
NOG117035,1.0,0.009472390423685296,0.008966049803014981
NOG45360,1.0,0.009450715051400929,0.0013698996601585359
NOG106987,1.0,0.009447686703937717,0.008936430052129216
NOG22684,1.0,0.009445873871955496,0.008936430052727531
NOG41914,1.0,0.009426984966919176,0.0039240860875961545
NOG85355,1.0,0.009408516983926423,0.005309943686737374
COG2983,2.0,0.009385423484773574,0.0006708415422486742
NOG57251,1.0,0.009375853513812298,0.003924123070541679
NOG05232,1.0,0.009354631475620713,0.003924094759180753
NOG53744,1.0,0.00934609623709259,0.00392408643654651
NOG113187,1.0,0.009340224647601753,0.008936431543639435
NOG38256,1.0,0.009290313404639788,0.008968630355452523
NOG152044,1.0,0.009286207981419919,0.008936430051979544
NOG00246,1.0,0.0092597188309505,0.008966049803014384
NOG34875,1.0,0.009254735860135473,0.003924116476347972
NOG90810,1.0,0.00924911723884138,0.008936430052124016
NOG231669,1.0,0.009229284329916897,0.008936430052316695
NOG02953,2.0,0.009183454922541351,0.0035282440192534637
COG1688,2.0,0.009178876231244765,0.004106719690975263
NOG74886,1.0,0.009162061594684792,0.008064981366239593
NOG220498,1.0,0.00913307837355725,0.003924115457097572
NOG218153,1.0,0.009119598348258746,0.008966049803023478
NOG146825,2.0,0.009092326478639334,0.002221384830030482
NOG26897,1.0,0.009059623996430783,0.003924141621039552
NOG38056,1.0,0.009058742665484348,0.008966049803639194
NOG175834,1.0,0.00905562182118543,0.008936430054331578
NOG08552,1.0,0.009026624332080622,0.00896605051940791
NOG105921,1.0,0.009022605920974416,0.008936430051930247
NOG06120,1.0,0.009019255720193381,0.003924086056854568
NOG212118,1.0,0.009019255720193381,0.003924086056854568
COG3981,3.0,0.009013262273137208,6.146808814154201e-05
NOG214325,1.0,0.009005823966589452,0.008966049803298286
NOG218455,1.0,0.009003392581156788,0.008936430060287102
NOG99796,1.0,0.008999206578688794,0.00899576741253444
NOG52125,1.0,0.008994022594066849,0.008995766837503695
NOG112515,1.0,0.008988163966149,0.008966049803014488
NOG152188,1.0,0.008984427044541384,0.008936430051928419
NOG21481,1.0,0.008971310104819077,0.008995766842837923
NOG35556,1.0,0.008970283447942215,0.008966049803120523
NOG87657,2.0,0.0089650267738625,0.008038137301199424
NOG80939,1.0,0.008962979385880372,0.008966050264822766
NOG215347,1.0,0.008945979725046259,0.008966049803015535
NOG208238,1.0,0.008945979725046259,0.008966049803015535
NOG01109,1.0,0.008944372814263978,0.008966049844765869
NOG64649,1.0,0.008937969087061766,0.008966049803048243
NOG101865,1.0,0.00893531123868667,0.008936430052042655
NOG215216,1.0,0.008927518656910532,0.003925862016769264
NOG127158,1.0,0.008926374206158333,0.008995766882843174
NOG05914,1.0,0.008923352678970603,0.008995768380682691
NOG200398,1.0,0.008921029621487492,0.008995766837522358
NOG118249,1.0,0.008917194087437765,0.008995766838066457
NOG04291,1.0,0.008917188944398701,0.008966049803076472
NOG101239,1.0,0.00891690445334125,0.008966049804243344
NOG36844,1.0,0.008916763773101579,0.008818917659403255
NOG152263,1.0,0.008913550341093552,0.008995766839434627
NOG28368,1.0,0.008912455614694668,0.008995767117946002
NOG215398,1.0,0.008911910918581492,0.008995769649705623
NOG84263,1.0,0.008910695218145193,0.008995766837494368
COG4502,1.0,0.008903481632738651,0.008966049803023504
NOG06600,1.0,0.008902440439252892,0.008966049804048635
NOG11331,1.0,0.00889868267371699,0.00899576684363445
COG3499,1.0,0.008897142012293571,0.008995770866479957
NOG79263,1.0,0.008895879710194638,0.008936430051961583
NOG114142,1.0,0.008895415152607694,0.008995767943635493
NOG149167,1.0,0.008894799573600131,0.008995766839975513
NOG16222,3.0,0.008892982429424639,0.00025693194091613804
COG0798,1.0,0.008890686724128665,0.00899576683762787
NOG199881,1.0,0.008890633457044677,0.00899576685664443
COG3058,1.0,0.008890557092939696,0.00899576687193684
NOG213422,1.0,0.008889237250357252,0.00899576725164212
NOG213307,1.0,0.008888866124721416,0.008995769849057039
COG3042,1.0,0.008887510805875434,0.008995766868249823
NOG63344,1.0,0.008887011834538192,0.008995766837604223
NOG102878,1.0,0.0088866799963069,0.00899994718822706
NOG14040,1.0,0.008885916245165338,0.008995766837521613
NOG127425,1.0,0.008883947706787753,0.008995766837494241
NOG81382,1.0,0.008882685240995341,0.00896604985125776
NOG223480,1.0,0.008882670286567002,0.008995767096966444
NOG13237,1.0,0.008882334538986325,0.008995766837494378
COG4606,1.0,0.008881683444695686,0.008995766837495497
NOG29906,1.0,0.008881561476272268,0.008995766837524266
NOG212636,1.0,0.00888137518476906,0.008995766837498679
NOG222391,1.0,0.00888122181808437,0.008995766838702207
NOG20556,1.0,0.008880556847074705,0.008995766850323642
NOG140832,1.0,0.008880310436819305,0.00899576792134278
NOG217608,1.0,0.008880225601576726,0.008995766838614243
NOG219463,1.0,0.008880148852507944,0.008995766870013832
NOG94139,1.0,0.00888013476394923,0.00899713258227501
NOG122003,1.0,0.00887996341214027,0.008995766837529492
NOG125710,1.0,0.00887996341214027,0.008995766837529492
NOG82757,1.0,0.008879910596762927,0.008995807444457807
NOG31663,1.0,0.00887967258303805,0.008995766837706243
NOG101590,1.0,0.008879473189349882,0.008966049803500235
COG1320,1.0,0.008879365157875478,0.0089957668374953
NOG20301,1.0,0.008879181736140954,0.008995766837539738
NOG218936,1.0,0.008878912800142413,0.008995767364152491
NOG13755,1.0,0.008878826132961511,0.00899576683749421
NOG96266,1.0,0.008878796342946853,0.008995770060788447
NOG67745,1.0,0.008878734365468217,0.00896604980301417
NOG28988,1.0,0.008878610887180957,0.008995766837501137
NOG43033,1.0,0.008878466368291534,0.008995766837778104
NOG87302,1.0,0.008878342913929185,0.008995766837494245
NOG124365,1.0,0.00887802628120683,0.008995766962243287
NOG54979,1.0,0.008878000122352847,0.00899576683749434
COG4109,1.0,0.008877959864907293,0.008995766837494234
NOG49310,1.0,0.008877888840277301,0.008995766838380815
COG2342,1.0,0.008877858894302981,0.008995766837656806
COG0033,1.0,0.008877858894302981,0.008995766837656806
NOG172216,1.0,0.00887779461672924,0.008995766837494262
NOG230324,1.0,0.00887778711988629,0.008996880129857452
NOG06111,1.0,0.00887777073993789,0.008995766837972298
NOG225964,1.0,0.008877765808235873,0.008995771085479495
NOG85702,1.0,0.008877729601439873,0.00899576683929033
NOG215125,1.0,0.008877722937432742,0.008996987423294108
NOG25316,1.0,0.008877722195127192,0.008995767054953719
NOG125809,1.0,0.008877707722007019,0.00899576683749657
NOG61914,1.0,0.00887769977246533,0.008995766840915485
NOG97431,1.0,0.0088776795127903,0.008995766839967811
NOG17359,1.0,0.008877666197744312,0.008995766881106766
NOG61919,1.0,0.008877657269904856,0.008995766837494229
NOG40259,1.0,0.008877639847037426,0.008995766842401245
NOG140925,1.0,0.008877635958573214,0.008995766843641357
NOG06836,1.0,0.008877635572758082,0.008995766837494595
NOG63643,1.0,0.008877591467498133,0.00899576684993946
NOG231287,1.0,0.008877584414562946,0.008995766838059133
NOG13456,1.0,0.008877577318222743,0.008997230667092647
NOG222157,1.0,0.008877573821509385,0.008996317602703753
NOG87468,1.0,0.008877562829584391,0.008995766837609154
NOG70073,1.0,0.008877562829584391,0.008995766837609154
NOG158652,1.0,0.00887756268889659,0.008995770399281747
NOG151864,1.0,0.008877556678164826,0.00899576684915914
COG2899,1.0,0.008877556387219973,0.008995766965517689
COG4303,1.0,0.00887755357543027,0.00899576683749422
NOG51653,1.0,0.00887754683975267,0.008995766840259158
NOG153652,1.0,0.008877541481529267,0.008995766837497804
NOG107993,1.0,0.008877534886788595,0.008995807420148603
NOG103467,1.0,0.0088775309344351,0.008995766857770215
NOG99376,1.0,0.008877527661856432,0.008995766837685897
NOG59973,1.0,0.008877526951450604,0.00899576683756393
NOG38477,1.0,0.008877525866608917,0.008995766837519723
NOG77114,1.0,0.00887752365862755,0.00899577303880706
NOG215743,1.0,0.008877522001044913,0.008995766840013209
NOG80921,1.0,0.008877520205448327,0.008995766841318628
NOG217234,1.0,0.008877516578145965,0.00899576683749981
NOG48161,1.0,0.008877515503801113,0.00899576713307973
NOG136308,1.0,0.008877515332418168,0.00899576683943815
NOG44969,1.0,0.008877510283799963,0.00899576684168364
COG4116,1.0,0.008877504317619349,0.008995766839403091
NOG175073,1.0,0.008877504283194088,0.008995768036929612
NOG62784,1.0,0.008877503299103778,0.008995766837696921
COG3738,1.0,0.008877498553493174,0.008995767687326007
NOG57187,1.0,0.008877498208512514,0.008995766871234151
COG4605,1.0,0.008877497396547066,0.009014471582142776
NOG98952,1.0,0.00887749533520067,0.008995766837495549
NOG143238,1.0,0.008877493049229019,0.008995767029600674
NOG194950,1.0,0.008877492826535388,0.008995766837494302
NOG40080,1.0,0.00887749144831399,0.008995766844340041
NOG05581,1.0,0.00887749144831399,0.008995766844340041
NOG133222,1.0,0.008877490461490023,0.008995766846694907
NOG30275,1.0,0.008877488951869288,0.00899576698065231
NOG80143,1.0,0.008877488720380978,0.008995766837494229
NOG218663,1.0,0.008877488231309983,0.008995766837580176
NOG01820,1.0,0.008877488202312494,0.008995766837672357
NOG80962,1.0,0.00887748795909326,0.008995766837494213
NOG218100,1.0,0.00887748755232078,0.008995766837494517
NOG05558,1.0,0.008877487422944974,0.008995766837494423
NOG63204,1.0,0.008877487347909037,0.008995766837494238
NOG214379,1.0,0.008877487107173811,0.008995766838854904
NOG17066,1.0,0.008877486893355166,0.008995847026362426
NOG50273,1.0,0.008877486415370181,0.00899576683752214
NOG90084,1.0,0.008877485975179945,0.008995766848128311
NOG97263,1.0,0.008877485963610857,0.008995766840880113
NOG07196,1.0,0.008877485486146825,0.008995766856355806
NOG81810,1.0,0.008877485196268709,0.008995766837507298
NOG06101,1.0,0.008877485139969252,0.008995766837518465
NOG194355,1.0,0.008877485037712513,0.008995766927531103
NOG185532,1.0,0.008877484794689047,0.008995766837498372
COG3961,1.0,0.008877484761890682,0.008995766837531626
NOG222554,1.0,0.008877484662774972,0.008995766921963059
NOG103902,1.0,0.008877484421006944,0.0089957668374948
NOG115868,1.0,0.008877484292870526,0.008995766839722695
NOG176464,1.0,0.00887748400302262,0.008995766837808051
COG3598,1.0,0.008877483998570884,0.008995766852185645
NOG107861,1.0,0.00887748375724455,0.008995766861054265
NOG05587,1.0,0.008877483735577837,0.008995766837494614
NOG88471,1.0,0.008877483641714869,0.008995766837552297
COG2849,1.0,0.008877483547173317,0.008995766837499072
NOG216462,1.0,0.008877483544120369,0.00899586587016148
NOG07185,1.0,0.008877483332501468,0.00899576808323266
NOG78897,1.0,0.008877483328334447,0.008995766877749792
NOG214404,1.0,0.00887748308073362,0.008995766837554977
NOG172891,1.0,0.008877483040541362,0.008995767440237029
NOG226644,1.0,0.008877482957491646,0.008995965582237005
NOG12989,1.0,0.008877482578916802,0.008995766837507012
NOG61713,1.0,0.00887748245437123,0.008995766837501992
NOG62516,1.0,0.008877482432151192,0.00899576683760409
NOG107187,1.0,0.008877482305655078,0.008995766837549865
NOG181291,1.0,0.008877482296396032,0.008995766837494217
NOG216420,1.0,0.008877482270390353,0.00899576684225382
COG2823,1.0,0.00887748220321104,0.008995767054365672
NOG21584,1.0,0.008877482194172451,0.008995766837494238
NOG56713,1.0,0.008877482193162914,0.008995766837494234
NOG48279,1.0,0.008877482162871932,0.008995766838498164
NOG51180,1.0,0.008877482136154765,0.008995766837724684
NOG215187,1.0,0.008877482080954326,0.00900130269777019
NOG214336,1.0,0.008877482073042231,0.008995766927612487
NOG135296,1.0,0.008877482010055025,0.008995766852112076
NOG212895,1.0,0.00887748199011273,0.008995767057755686
NOG227641,1.0,0.008877481975696183,0.008995766837495337
NOG32336,1.0,0.008877481921418554,0.008995766837494408
NOG05011,1.0,0.008877481909243869,0.008995766837504282
NOG123782,1.0,0.008877481842607038,0.008995766837522597
NOG22979,1.0,0.00887748183542188,0.008995766837713538
NOG40699,1.0,0.00887748179818414,0.008995766837494229
NOG114482,1.0,0.008877481793732395,0.008995766837518251
NOG78500,1.0,0.00887748173369832,0.008995766837586893
NOG86935,1.0,0.008877481682324509,0.008995766837494241
NOG137045,1.0,0.008877481678709744,0.008995766837494293
NOG97331,1.0,0.008877481656110353,0.008995766838260368
NOG201232,1.0,0.008877481626230033,0.008995766837749561
NOG45834,1.0,0.008877481613888853,0.008995766986095052
NOG114969,1.0,0.008877481603098562,0.008996338434392674
NOG152959,1.0,0.008877481475717394,0.00899576683750085
COG4067,1.0,0.008877481460292887,0.008995766837527359
NOG62159,1.0,0.008877481449052343,0.008995766837494217
NOG226869,1.0,0.00887748142921745,0.008995766856623193
