eggNOG,n,post_prob_Firmicutes,post_prob_Gamma
NOG03066,5.0,0.003231431780136361,0.011457137209446642
NOG170017,4.0,0.003068742118488461,0.011290398401971257
NOG83778,1.0,0.008832066162185875,0.010849133907022458
NOG218738,1.0,0.003872629775204671,0.010601839333770449
NOG132883,1.0,0.003872479575878672,0.01058730304817228
NOG84213,8.0,0.0020260672226676537,0.01057251517153816
NOG138839,2.0,0.003505302339410623,0.010540961036202216
NOG112230,2.0,0.00900599687039662,0.01050526525738906
NOG01991,4.0,0.0027435726164781013,0.010491616363471451
NOG97702,1.0,0.0038820192439398093,0.010305587914170682
NOG103333,1.0,0.003872574625477936,0.010213217047240146
NOG181341,1.0,0.003872574625477936,0.010213217047240146
NOG217968,1.0,0.003872574625477936,0.010213217047240146
NOG219868,1.0,0.003872574625477936,0.010213217047240146
NOG71671,4.0,0.002666469738724345,0.010025628985891091
NOG216697,3.0,0.0026989922013674022,0.009990157968011266
NOG218826,2.0,0.0138931344585564,0.009973240636526534
NOG125511,2.0,0.0025463277479709496,0.009935890191333731
NOG64176,1.0,0.005907823167061267,0.009923167586007505
NOG75151,1.0,0.0061471488968452784,0.009922012253042149
NOG53066,2.0,0.007776872915797818,0.009832953954192548
NOG210596,1.0,0.0038805636164430135,0.009770716919860969
NOG230201,1.0,0.008818925475630087,0.009735007187185622
NOG165704,2.0,0.0028227883642785953,0.00970192243168544
NOG43048,1.0,0.003872728878037745,0.009693978592561114
NOG40080,6.0,0.0003707703951466643,0.009681367904698552
NOG150083,1.0,0.003872545266522168,0.00966205686620184
NOG15370,1.0,0.0038796058910517267,0.009650798107621645
NOG37360,5.0,0.001031855006857396,0.009581031635886791
NOG140987,1.0,0.0038766397834629524,0.009536896242631196
NOG227126,2.0,0.0034138291319770904,0.009422571916191304
NOG225919,2.0,0.003490688246048204,0.009407396766861026
NOG81138,1.0,0.00887748124303616,0.009262559022851174
COG4267,9.0,0.00018923501700560626,0.009249673786634051
NOG54638,1.0,0.008848153066536095,0.009175143363140887
NOG67696,3.0,0.003620031270588544,0.009174676609801593
NOG102802,1.0,0.00881891813935831,0.009139617332340052
NOG105525,7.0,0.0014031256098528608,0.009125288681043084
NOG152475,1.0,0.008848151395964956,0.009116687970136905
NOG09246,1.0,0.004650636487356082,0.009112421790772277
NOG58391,2.0,0.006731388589692125,0.009099168630062252
NOG115849,1.0,0.00887769632362141,0.009098780874962091
COG3109,1.0,0.00887748115834918,0.009073794877235506
COG3828,1.0,0.00887748115036615,0.009071481074918869
NOG79248,1.0,0.008877481209130495,0.009062105850222012
NOG116494,1.0,0.00884862391926214,0.009054805614283906
NOG101900,8.0,0.0032098460045091154,0.00905102733565605
NOG110429,1.0,0.008848182819239738,0.009047374384906735
NOG92747,3.0,0.0007112048699732959,0.009034948886787785
NOG39191,1.0,0.008818939783780235,0.0090194613738527
NOG109980,1.0,0.008848320434470647,0.009012222673466816
NOG219644,1.0,0.008877481251024371,0.009008446295642231
NOG203100,1.0,0.008877481227145604,0.009007752657524012
NOG103135,1.0,0.008877481200880477,0.009007221210492208
NOG226584,1.0,0.009869448931536844,0.009001479895358915
NOG110089,1.0,0.008877509092824547,0.008999817972124787
NOG113721,1.0,0.008908725806661941,0.008998391428497279
NOG84969,1.0,0.008877482323420912,0.008998143349983723
NOG112813,1.0,0.008877484613359068,0.008996919538289475
NOG151333,1.0,0.008877481175614916,0.00899689598732834
NOG59616,1.0,0.008877549445296836,0.008996681198090077
NOG102838,1.0,0.008877481159797217,0.008996633787040381
NOG213111,1.0,0.008877481152248462,0.008996131554515936
NOG114308,1.0,0.008877520587174718,0.008995966450178606
NOG226644,1.0,0.008877482957491646,0.008995965582237005
NOG25661,1.0,0.008980670819204435,0.008995931145880934
NOG28936,1.0,0.008877542500517234,0.008995907755958224
NOG23617,1.0,0.008887400907380693,0.008995879622644854
NOG74398,1.0,0.008877481517575569,0.008995841585205732
NOG93723,1.0,0.008877481150609623,0.008995837235493248
NOG227366,1.0,0.0088844453381781,0.008995833318009763
NOG195394,1.0,0.00887749620933549,0.008995828805457271
NOG81494,1.0,0.0088776293025362,0.008995828543079223
COG5482,1.0,0.008877791887606477,0.008995827796214776
NOG101652,1.0,0.008877481151874353,0.008995822380222005
NOG190322,1.0,0.00887940759212159,0.008995819156616689
NOG215808,1.0,0.008877481150815277,0.008995818018421625
NOG94926,1.0,0.008881379211871166,0.008995812754202697
NOG110640,1.0,0.008877486690937105,0.00899580416608493
NOG136337,1.0,0.00887833218992206,0.00899580099321882
NOG96121,1.0,0.00887877508716135,0.00899579673372259
NOG219355,1.0,0.00887748121332599,0.008995794723558591
NOG57433,1.0,0.00887748117608359,0.008995791998695947
NOG125493,1.0,0.008877485192004672,0.008995787739358194
NOG190635,1.0,0.008877481150827355,0.0089957874492999
COG4778,1.0,0.00887750046085812,0.0089957856937169
NOG69868,1.0,0.00887750046085812,0.0089957856937169
NOG09182,1.0,0.010112009295167377,0.008995783043768454
NOG85520,1.0,0.008890874638586259,0.008995782827430224
NOG50364,1.0,0.008877515107209591,0.008995781438874969
NOG113534,1.0,0.00887748134826551,0.008995781211034774
NOG01417,1.0,0.00887748502814846,0.00899577827804509
NOG56150,1.0,0.008877915173595928,0.00899577665073655
NOG120826,1.0,0.008877481335111858,0.008995776430124666
NOG14671,1.0,0.008877489138595979,0.008995775909784034
NOG80077,1.0,0.008976717152923754,0.008995775852880408
NOG99596,1.0,0.008885722979528622,0.00899577574121884
NOG153173,1.0,0.008889167332702525,0.00899577442872852
NOG117115,1.0,0.008879126654194951,0.008995773989937908
NOG37123,1.0,0.008877481312084781,0.008995773581114037
NOG53689,1.0,0.008877481171789537,0.008995773506677856
COG3026,1.0,0.008877481877744346,0.008995773484995412
NOG31211,1.0,0.008877593970271571,0.008995773049470085
NOG77114,1.0,0.00887752365862755,0.008995773038807059
NOG180862,1.0,0.008877481166311986,0.008995772105096956
NOG71646,1.0,0.008877481709339271,0.008995771950965644
NOG135250,1.0,0.008877481155112317,0.008995770589457566
NOG158652,1.0,0.008877562688896591,0.008995770399281747
NOG98809,1.0,0.0088774811668462,0.008995770356194288
NOG64514,1.0,0.008877835764351695,0.008995770253337648
NOG86383,1.0,0.008877482231195857,0.00899577002694232
NOG130458,1.0,0.008877481163071205,0.008995769919313874
NOG39928,1.0,0.00888023452652697,0.008995769575077653
COG4095,1.0,0.008878358767991909,0.008995769417446498
NOG80845,1.0,0.008880429664685873,0.008995769191315471
NOG86618,1.0,0.008877486076516995,0.008995769130485661
NOG17863,1.0,0.008877481156560169,0.00899576909181442
NOG95566,1.0,0.008877485086853898,0.008995769080279725
NOG217484,1.0,0.008877481221938155,0.008995769039528768
NOG06011,1.0,0.008877481176996719,0.008995768984633187
NOG46351,1.0,0.00887751258751898,0.008995768969071186
NOG84709,1.0,0.00887749845429883,0.008995768695793126
NOG88449,1.0,0.008877710084775047,0.008995768606094981
NOG211701,1.0,0.008877482078517782,0.008995768493461858
NOG49382,1.0,0.008877481150369638,0.008995768242159427
NOG219243,1.0,0.008877481151612441,0.008995768240486812
NOG47536,1.0,0.00887748133808112,0.008995768229646246
NOG38675,1.0,0.00887748133808112,0.008995768229646246
NOG75137,1.0,0.00890827674551143,0.008995768173968379
NOG52357,1.0,0.008877481150941911,0.008995768055664466
NOG103478,1.0,0.00887748115087039,0.008995768011471667
NOG114142,1.0,0.008895415152607694,0.008995767943635494
NOG89223,1.0,0.008877486355502529,0.008995767753371013
NOG211950,1.0,0.008877481172094614,0.008995767690955685
NOG181550,1.0,0.008877481150747874,0.008995767630617121
NOG92762,1.0,0.008877481150582189,0.008995767512909897
NOG00001,1.0,0.008877481162643341,0.00899576749328174
NOG91082,1.0,0.008877481758912165,0.00899576747275792
NOG04129,1.0,0.008877481215721307,0.0089957674446361
NOG94007,1.0,0.008877504860368222,0.008995767437948738
NOG108646,1.0,0.008880428322733062,0.008995767325794492
NOG230678,1.0,0.00887758720530053,0.008995767319156384
NOG106178,1.0,0.008877989885354405,0.008995767294124126
NOG82909,1.0,0.008879750461859705,0.008995767258578119
NOG100922,1.0,0.008877482718042286,0.00899576725494958
NOG142289,1.0,0.008877805076550241,0.008995767240661656
COG3203,1.0,0.00887751270744843,0.008995767231285588
NOG87044,1.0,0.008877481908792376,0.008995767147257755
NOG24068,1.0,0.008878845847486015,0.0089957671430591
NOG48161,1.0,0.008877515503801113,0.00899576713307973
NOG28368,1.0,0.008912455614694668,0.008995767117946002
NOG46909,1.0,0.008877510231887025,0.008995767110346444
NOG80123,1.0,0.008954919573607424,0.008995767106701438
NOG97130,1.0,0.008877481727917287,0.008995767103960887
NOG223480,1.0,0.008882670286567002,0.008995767096966444
NOG112847,1.0,0.00887748614090434,0.00899576708481763
NOG213661,1.0,0.008877509978038559,0.008995767077392998
NOG102915,1.0,0.008877481173625015,0.008995767073851444
NOG06461,1.0,0.008877481150730518,0.008995767051860679
NOG85382,1.0,0.008877481152127794,0.008995767048837155
NOG01907,1.0,0.008877481163285775,0.008995767029683762
COG4669,1.0,0.008877502870456494,0.008995767023110278
NOG199820,1.0,0.008877481150483183,0.008995767022655527
NOG38411,1.0,0.008877481150374799,0.008995767015810953
NOG216759,1.0,0.008877481152559881,0.008995767004718309
NOG06701,1.0,0.008877481150375198,0.008995766997448112
COG4359,1.0,0.008877481151467777,0.008995766997126418
NOG217705,1.0,0.008877481150381481,0.008995766995719235
NOG49420,1.0,0.008877481150554681,0.008995766992517373
NOG45834,1.0,0.008877481613888853,0.008995766986095052
NOG103445,1.0,0.008877481150427155,0.008995766979616683
NOG71061,1.0,0.008877481263101792,0.00899576697958447
NOG81555,1.0,0.008879030551288173,0.008995766971283809
NOG197560,1.0,0.008877824988267556,0.008995766967507863
NOG02696,1.0,0.008877481155035009,0.008995766956756688
NOG187628,1.0,0.008877486086348807,0.008995766953642981
NOG157527,1.0,0.008877492686889497,0.008995766953538913
NOG221095,1.0,0.008877485069703614,0.008995766951178553
NOG221177,1.0,0.00900241424675088,0.00899576694854238
NOG209855,1.0,0.008877660224706064,0.008995766946183861
NOG54696,1.0,0.008877481362034744,0.008995766942440897
NOG186326,1.0,0.00887749097433393,0.008995766937900973
NOG31249,1.0,0.00887748115122475,0.008995766933831535
COG4829,1.0,0.008877481151711967,0.008995766930015059
NOG192224,1.0,0.009354601151626963,0.00899576692883357
NOG214336,1.0,0.008877482073042231,0.008995766927612487
NOG226853,1.0,0.008877487960573254,0.008995766927406923
NOG98675,1.0,0.008877484766715387,0.00899576692648258
NOG67038,1.0,0.008877483950478555,0.008995766917431659
NOG55324,1.0,0.008880419067959826,0.00899576691037813
NOG86610,1.0,0.008877481249221345,0.008995766907800223
NOG50602,1.0,0.00887748278886225,0.008995766907748944
NOG213296,1.0,0.008877481154102656,0.008995766906964317
NOG26155,1.0,0.00887748115979105,0.008995766906732624
NOG25289,1.0,0.008877481188368891,0.008995766905889359
NOG186322,1.0,0.008879966927479886,0.00899576690003206
NOG04765,1.0,0.008877481784235005,0.008995766898240224
NOG215447,1.0,0.008877660461277307,0.008995766896154918
NOG11289,1.0,0.008878577622042303,0.008995766895652539
NOG53110,1.0,0.008877606345958801,0.008995766895087751
NOG90581,1.0,0.008877481189006105,0.008995766894783978
NOG33927,1.0,0.008877481158459162,0.008995766890789627
NOG216997,1.0,0.008877483775640961,0.008995766890422094
NOG06798,1.0,0.008933746225036359,0.008995766889232234
NOG00655,1.0,0.008877481150381028,0.008995766889180735
NOG37611,1.0,0.008877520734334432,0.008995766887733408
NOG127158,1.0,0.008926374206158333,0.008995766882843174
NOG31711,1.0,0.008877484051000957,0.008995766882459628
NOG187255,1.0,0.00888080736415871,0.008995766880405761
NOG87217,1.0,0.008956408860000303,0.008995766877405444
NOG98595,1.0,0.008877485361913975,0.008995766876198406
NOG204910,1.0,0.008877481150961881,0.00899576687567872
NOG123111,1.0,0.008877488098943348,0.008995766873505586
NOG100777,1.0,0.008877678810147744,0.008995766872625221
NOG218814,1.0,0.017977841063785964,0.008995766872581367
COG3058,1.0,0.008890557092939694,0.008995766871936841
NOG57187,1.0,0.008877498208512514,0.008995766871234151
NOG63503,1.0,0.008877481151263696,0.008995766869297072
COG3042,1.0,0.008887510805875434,0.008995766868249823
NOG73152,1.0,0.008877481190354487,0.008995766867792541
COG1326,1.0,0.00887748115036625,0.00899576686578216
NOG51320,1.0,0.008877481150524221,0.008995766864534576
NOG226230,1.0,0.009152658151085246,0.008995766863022014
NOG123866,1.0,0.013554275976349905,0.008995766861999792
NOG38893,1.0,0.008881795627911986,0.008995766861970978
NOG100026,1.0,0.008877481591517378,0.00899576685926178
NOG199881,1.0,0.008890633457044677,0.00899576685664443
NOG09524,1.0,0.008877481160145811,0.008995766855954004
NOG94568,1.0,0.008877490793081992,0.008995766855462856
NOG155129,1.0,0.009796094213934998,0.008995766855397264
NOG226191,1.0,0.008884139063428564,0.008995766854910148
NOG217164,1.0,0.008877481150421947,0.008995766854610001
NOG130977,1.0,0.00939629817106279,0.008995766854397558
COG4737,1.0,0.008877482064080264,0.00899576685255632
NOG188291,1.0,0.008887868249533323,0.008995766851819537
NOG218043,1.0,0.008877481150418505,0.008995766851188016
NOG131220,1.0,0.008878085994792098,0.008995766848653351
NOG78919,1.0,0.008877695222881453,0.008995766847437784
NOG218617,1.0,0.008878096758560132,0.008995766847032016
NOG117241,1.0,0.008877481150533759,0.008995766846301701
NOG10894,1.0,0.008877481172462126,0.008995766845729595
NOG219465,1.0,0.09777251843898743,0.008995766845257757
NOG214166,1.0,0.00887748127599658,0.0089957668451956
NOG216492,1.0,0.00887757925196197,0.008995766844993295
NOG104650,1.0,0.00887748115306185,0.008995766844464759
NOG63236,1.0,0.008877945362257332,0.008995766843953328
NOG227881,1.0,0.008877481150405344,0.008995766843774717
NOG115898,1.0,0.008877496969073606,0.008995766843280927
COG2938,1.0,0.008877481150366165,0.008995766843277167
NOG193884,1.0,0.008882725674792672,0.008995766843264261
NOG183633,1.0,0.00887748254829223,0.008995766843240095
NOG75169,1.0,0.008878979168913654,0.008995766843158583
NOG06586,1.0,0.008877481977978491,0.008995766842895629
NOG137377,1.0,0.008877481150366216,0.008995766842872586
NOG21481,1.0,0.008971310104819077,0.008995766842837923
NOG203658,1.0,0.008877508734622246,0.008995766842443227
NOG28760,1.0,0.008877481150407783,0.00899576684244291
NOG88190,1.0,0.008877606954313187,0.008995766841466541
NOG223851,1.0,0.008877481559478147,0.00899576684132205
NOG53275,1.0,0.0088851134939029,0.008995766841159505
NOG69946,1.0,0.008877481150510765,0.008995766841078995
NOG69961,1.0,0.008877481151554109,0.008995766841059802
NOG182996,1.0,0.008877481150434229,0.008995766840883173
NOG06575,1.0,0.00887748116635766,0.00899576684047335
NOG96207,1.0,0.008877481150369114,0.008995766840444263
NOG102591,1.0,0.0088774811503662,0.008995766840358608
NOG116891,1.0,0.00887748121097076,0.008995766840356616
NOG80136,1.0,0.00887748115193513,0.008995766840249563
NOG89846,1.0,0.008878421303396961,0.008995766840229362
NOG145175,1.0,0.008877537702764641,0.008995766840108969
NOG133830,1.0,0.008877484342105032,0.008995766839984614
NOG215400,1.0,0.008877804135919884,0.00899576683971011
NOG219963,1.0,0.008877530110737976,0.00899576683958867
NOG227856,1.0,0.008877484655130101,0.008995766839549094
NOG185793,1.0,0.008878055707149083,0.008995766839439355
NOG214778,1.0,0.008877521808625182,0.008995766839389123
NOG59818,1.0,0.008877481159538193,0.008995766839351275
NOG225991,1.0,0.008877483906827471,0.008995766839240147
NOG226828,1.0,0.008877481150366275,0.008995766839174272
NOG212359,1.0,0.008878069602603853,0.00899576683901838
NOG139497,1.0,0.008877997694662937,0.008995766838970258
NOG231471,1.0,0.008883650706658962,0.008995766838969604
NOG202417,1.0,0.008885424888713881,0.008995766838904604
NOG214379,1.0,0.008877487107173811,0.008995766838854904
NOG09501,1.0,0.00889677128905792,0.00899576683874816
NOG130759,1.0,0.008877482126412184,0.008995766838732927
NOG106876,1.0,0.008877481150572205,0.008995766838719317
NOG101911,1.0,0.00887750168256853,0.00899576683871486
NOG77827,1.0,0.008878262798057819,0.008995766838652566
NOG50232,1.0,0.008877481151810241,0.00899576683865252
NOG64245,1.0,0.00887748115040413,0.008995766838527798
NOG48279,1.0,0.008877482162871932,0.008995766838498164
NOG163556,1.0,0.010578372390732541,0.00899576683848672
NOG92837,1.0,0.008877488200086622,0.008995766838479776
NOG72134,1.0,0.008878690769126034,0.008995766838478823
NOG07569,1.0,0.008877548962831818,0.00899576683845468
NOG225265,1.0,0.00887748115416348,0.008995766838437802
NOG60519,1.0,0.008877481150645846,0.008995766838407238
NOG108337,1.0,0.008877481150645846,0.008995766838407238
NOG11968,1.0,0.008877481150429084,0.008995766838361816
NOG62887,1.0,0.008877513654724884,0.00899576683834983
NOG192398,1.0,0.008877482795626635,0.008995766838303814
NOG45772,1.0,0.008877488181514485,0.008995766838290552
NOG04670,1.0,0.008877481614905923,0.008995766838217085
NOG121362,1.0,0.00887896734323048,0.008995766838181709
NOG108929,1.0,0.03883171693499003,0.00899576683810327
NOG127092,1.0,0.008877481150380902,0.008995766838090183
NOG40150,1.0,0.008877503755256526,0.008995766838085138
NOG178890,1.0,0.008877627162522841,0.008995766838069687
NOG30592,1.0,0.008877481151591855,0.008995766838046561
NOG01021,1.0,0.00887748116660638,0.008995766838033156
NOG77430,1.0,0.008877494371458048,0.008995766838031114
NOG09229,1.0,0.008877719268294016,0.008995766838023653
NOG43234,1.0,0.008877483674614968,0.008995766838006942
NOG227803,1.0,0.008877494092427109,0.008995766837996397
NOG178666,1.0,0.008877481946735018,0.008995766837980718
NOG195561,1.0,0.008877483146236773,0.008995766837967826
COG5445,1.0,0.008877481439873172,0.008995766837923745
NOG186687,1.0,0.008899978325359844,0.008995766837912537
NOG182965,1.0,0.008877528641788805,0.008995766837879074
NOG213762,1.0,0.00887748115235252,0.008995766837865725
NOG74450,1.0,0.008877481150521633,0.008995766837860684
NOG96192,1.0,0.009059944939785538,0.008995766837814
NOG148151,1.0,0.009059944939785538,0.008995766837814
NOG55307,1.0,0.008877481317836286,0.008995766837812334
NOG231506,1.0,0.008877481150395607,0.008995766837797757
NOG43033,1.0,0.008878466368291534,0.008995766837778104
NOG11381,1.0,0.008878544641920413,0.008995766837761925
NOG214531,1.0,0.008877523543001194,0.008995766837732502
NOG204346,1.0,0.008877481607332389,0.0089957668377291
NOG90127,1.0,0.008877481158068795,0.008995766837726855
NOG28205,1.0,0.008877674603643967,0.008995766837722817
NOG231127,1.0,0.008877526312156695,0.008995766837722678
NOG225666,1.0,0.008877481150660348,0.00899576683770585
NOG209896,1.0,0.008877481155933512,0.008995766837702543
NOG106597,1.0,0.008877553803266876,0.008995766837700904
NOG132452,1.0,0.008877481151386405,0.00899576683769952
NOG99376,1.0,0.00887752766185643,0.008995766837685897
NOG185754,1.0,0.008877481153212545,0.008995766837681633
NOG170675,1.0,0.008910896408377611,0.008995766837678738
NOG203803,1.0,0.008877488631349325,0.00899576683766286
NOG212997,1.0,0.008877481422457768,0.008995766837661486
