eggNOG,n,post_prob
NOG231614,1.0,0.01475645808700065
NOG226532,1.0,0.014510976228463092
NOG215273,2.0,0.014385635030298405
NOG151833,1.0,0.014373925858862584
NOG73314,1.0,0.014190799723890486
NOG92593,4.0,0.014161575727999056
NOG04909,1.0,0.013798477489952993
NOG11323,3.0,0.01364582878905313
NOG106990,5.0,0.013608366369065851
NOG197605,18.0,0.013459521017261816
NOG105817,4.0,0.01339667706197673
NOG107277,2.0,0.013313175265115216
NOG09322,1.0,0.013249595621493025
NOG76686,1.0,0.013249595621493025
COG5595,2.0,0.013186991476065054
NOG109418,3.0,0.013122405897932607
NOG82831,3.0,0.01311163567697774
NOG95467,2.0,0.013091675687723119
NOG52170,1.0,0.013065860230982485
NOG186199,3.0,0.013063761320258684
NOG168127,1.0,0.013019978409463293
NOG64851,1.0,0.012944905378180363
NOG108680,2.0,0.01294047211479101
NOG48372,1.0,0.012726145278345955
NOG82980,4.0,0.012621422613292974
NOG30754,6.0,0.01259996970636073
COG3668,2.0,0.012546512331953266
NOG27124,1.0,0.01254409579786813
NOG184296,1.0,0.01249434466263411
NOG30723,1.0,0.012488435101931566
NOG218320,1.0,0.01239120611130636
NOG09203,10.0,0.012345054400863151
NOG57718,4.0,0.012339463884927212
COG3182,3.0,0.012323239358043157
NOG203100,1.0,0.012283208894847374
NOG151228,31.0,0.012258999931011675
NOG99698,6.0,0.012250401229348552
NOG135068,2.0,0.012218336289225178
NOG99659,1.0,0.012211868147986303
NOG108889,3.0,0.012163524723532049
NOG82060,3.0,0.012138391773359354
NOG99431,2.0,0.012104124326269441
NOG160645,1.0,0.012075970853072944
NOG99801,2.0,0.012061531340660877
NOG181174,7.0,0.011994548439103666
NOG19440,1.0,0.011945626926636794
NOG212063,3.0,0.011834014672302544
NOG70803,2.0,0.011817868160105677
NOG156279,2.0,0.011723998698102003
NOG106495,1.0,0.01153367127004145
NOG24412,2.0,0.011372926304992207
NOG40136,8.0,0.011170825177333962
NOG91976,1.0,0.01105522003416871
NOG218771,5.0,0.011003246440609455
NOG183043,2.0,0.010907412248883249
NOG00216,2.0,0.010796200058279188
NOG81221,13.0,0.010594787056180895
NOG132362,8.0,0.01059063695980618
NOG163556,1.0,0.01057837239073254
NOG73322,1.0,0.010528934939989272
NOG156031,2.0,0.010505644930378246
NOG118898,1.0,0.01047673394201444
NOG161166,1.0,0.010467861401037701
NOG142708,5.0,0.010441366810612845
NOG193527,2.0,0.010436384073762968
NOG223290,1.0,0.01037950479384769
NOG05823,1.0,0.010363247840679489
NOG223334,1.0,0.01032437793880159
NOG11777,2.0,0.010321141825069744
NOG185430,2.0,0.01029060037609172
NOG183042,1.0,0.010229726565285037
NOG220044,10.0,0.010149266566567127
NOG133404,2.0,0.01013802223327618
NOG210450,3.0,0.01008438461819556
NOG11097,3.0,0.010060129651287626
NOG219149,1.0,0.010028782376189323
COG1282,2.0,0.009942904584145743
NOG207753,1.0,0.009906571898853609
NOG66955,5.0,0.009839403817314693
NOG78240,1.0,0.00976108518527636
NOG94422,1.0,0.00974725641024245
NOG87394,3.0,0.00968274838092683
NOG97603,2.0,0.009664060111063423
NOG210834,1.0,0.009662690610050782
NOG208633,1.0,0.009651363224774319
NOG186326,2.0,0.009592799763537526
NOG101615,1.0,0.009540961007188426
NOG127989,7.0,0.009522590098223703
NOG107751,1.0,0.009494921803998328
COG4955,1.0,0.009476732881530763
NOG86701;COG1145,1.0,0.009399161949644306
NOG92886,1.0,0.009371296099224186
NOG151765,1.0,0.009342676810460837
NOG163148,1.0,0.009331207832744626
NOG111840,1.0,0.009324413574756288
NOG220263,1.0,0.009268369348732076
NOG224120,1.0,0.009265562765197232
NOG72936,1.0,0.00922253341289818
NOG34699,1.0,0.009213355009982877
NOG02967,1.0,0.00921259418168776
NOG231034,1.0,0.009207240374996825
NOG74763,1.0,0.00918831634870658
NOG158713,1.0,0.009184347202278993
NOG101330,2.0,0.009168315325606203
NOG88794,3.0,0.009165926148455236
NOG83963,1.0,0.00913511546661008
NOG161531,1.0,0.009103928610317492
NOG226705,1.0,0.009092654732767077
NOG67399,1.0,0.009083734157116783
NOG09606,1.0,0.009065383799092117
NOG47355,1.0,0.009062271375309053
NOG142460,1.0,0.009060242964063412
NOG16884,2.0,0.009057487053658098
NOG227851,1.0,0.009042223538892455
NOG42840,2.0,0.00902281250393552
NOG12586,1.0,0.009012608746702466
NOG15857,1.0,0.009004042447490904
NOG113379,1.0,0.008997206386295616
NOG82410,1.0,0.008993824977350993
NOG116378,1.0,0.008978574507630335
NOG86203,1.0,0.008977900617254751
NOG22412,1.0,0.008977377157702209
NOG21481,1.0,0.008971310104819077
NOG153001,1.0,0.00896638479438619
NOG105191,1.0,0.008956852945096941
NOG111617,1.0,0.008955954321415403
NOG221910,1.0,0.008951886036195612
NOG182519,1.0,0.008950670986314649
NOG196029,1.0,0.00895063711536791
NOG208238,1.0,0.008945979725046259
NOG59637,1.0,0.008944054125243791
NOG71822,1.0,0.008938867488810542
COG1284;NOG147306,1.0,0.008936095573409577
NOG133413,1.0,0.00893579442611081
NOG191082,1.0,0.00893460100183858
NOG163485,1.0,0.008933453693142968
NOG22514,1.0,0.008929031208453458
NOG114502,2.0,0.008927975180830874
COG4357,3.0,0.008927358956305387
NOG127158,1.0,0.008926374206158333
NOG107274,1.0,0.008925677594237699
NOG27767,1.0,0.008921090093414604
COG4111,1.0,0.00891740454046364
NOG75137,1.0,0.00890827674551143
NOG81369,1.0,0.008905326717845725
NOG91718,1.0,0.008901359810207022
NOG14237,1.0,0.008897842088554719
NOG117100,1.0,0.008895142004997284
NOG37743,1.0,0.008894333250572173
NOG199881,1.0,0.008890633457044677
NOG51263,1.0,0.008889974205961014
NOG225235,1.0,0.008889658855927978
NOG00005,1.0,0.008886538154861425
NOG59577,1.0,0.00888647383107234
NOG155015,1.0,0.008885998539651637
NOG08442,1.0,0.00888596485500865
NOG202417,1.0,0.008885424888713881
NOG140014,1.0,0.008884399468433342
NOG79246,1.0,0.00888346150109879
NOG104311,1.0,0.008883185458332681
NOG14040,1.0,0.008883070950464374
NOG151337,1.0,0.00888253046015023
NOG07948,1.0,0.008881566628897409
NOG42986,1.0,0.008881296630318364
NOG187255,1.0,0.00888080736415871
NOG220781,1.0,0.008880243448237972
NOG39928,1.0,0.00888023452652697
NOG66736,1.0,0.008880222948013723
NOG96155,1.0,0.008879952769342208
NOG212950,1.0,0.008879895992080078
NOG82909,1.0,0.008879750461859707
NOG75750,1.0,0.008879419577448217
NOG85995,1.0,0.00887909816923322
NOG185373,1.0,0.008878887794352985
NOG121422,1.0,0.00887887042762845
NOG138225,1.0,0.008878680802048297
NOG125161,1.0,0.008878609158001326
NOG98612,1.0,0.008878511165544493
NOG139561,1.0,0.008878479972658155
NOG229871,1.0,0.008878465701429588
NOG42108,1.0,0.008878401934011388
NOG42768,1.0,0.008878238672910935
NOG144076,1.0,0.008878207435911807
NOG42486,1.0,0.00887812678306969
COG3424,1.0,0.00887811614877112
NOG103478,1.0,0.008878050273412465
NOG166845,1.0,0.008878016480361716
NOG31409,1.0,0.00887793715644989
COG3647,1.0,0.008877934649624405
NOG212237,1.0,0.008877933959398777
NOG226423,1.0,0.008877905047938024
NOG174893,1.0,0.00887783006068029
NOG112184,1.0,0.008877810519585562
NOG142289,1.0,0.008877805076550241
NOG115065,1.0,0.008877791626415039
NOG214234,1.0,0.008877764331601343
NOG204666,1.0,0.008877744070320145
NOG186890,1.0,0.008877714955038644
NOG84159,1.0,0.008877714459378053
NOG38934,1.0,0.008877691729776548
NOG137956,1.0,0.008877691646559868
NOG110273,1.0,0.0088776909685513
NOG224533,1.0,0.008877683028884115
COG4147,1.0,0.008877653753156549
NOG54761,1.0,0.00887764885562402
bactNOG00612,1.0,0.008877633493328669
NOG32366,1.0,0.0088776330699349
NOG219766,1.0,0.008877627872803301
NOG225171,1.0,0.008877627051756088
NOG01893,1.0,0.00887760873203386
NOG230503,1.0,0.008877591788130655
NOG182964,1.0,0.008877585749293504
NOG29798,1.0,0.00887756830688914
NOG106852,1.0,0.00887756730452548
NOG152848,1.0,0.008877564899329018
NOG101549,1.0,0.008877560438556743
NOG218574,1.0,0.008877558561554515
NOG12981,1.0,0.008877551251776344
NOG132009,1.0,0.00887755068348402
NOG117096,1.0,0.008877545347555454
NOG17379,1.0,0.008877526454681369
NOG89967,1.0,0.008877525410859106
NOG140832,1.0,0.008877519231411262
COG4959,1.0,0.008877513479230681
NOG62264,1.0,0.008877513394200062
NOG43529,1.0,0.00887751270864335
NOG43655,1.0,0.008877506492023426
NOG09370,1.0,0.008877504404320254
NOG95289,1.0,0.008877504011166371
NOG121678,1.0,0.008877499589765634
NOG206850,1.0,0.008877499022454771
NOG82699,1.0,0.008877496257524297
NOG90570,1.0,0.008877495926730627
NOG218335,1.0,0.00887749573875833
NOG37291,1.0,0.008877495701083185
NOG81547,1.0,0.00887749410308141
NOG16734,1.0,0.008877494074069755
NOG67384,1.0,0.008877493676915526
NOG106624,1.0,0.008877493447894305
NOG90561,1.0,0.008877492757559956
NOG13831,1.0,0.008877492084904707
NOG09681,1.0,0.008877491847235493
NOG43947,1.0,0.008877490928740682
NOG18354,1.0,0.00887749002973845
NOG212431,1.0,0.008877489867682067
NOG120307,1.0,0.008877489796819864
NOG167416,1.0,0.008877489296226657
NOG126704,1.0,0.008877489127038346
NOG104496,1.0,0.008877488829683755
NOG226853,1.0,0.008877487960573254
NOG97964,1.0,0.008877487549350114
NOG229696,1.0,0.008877486873250955
NOG73368,1.0,0.008877486045827101
NOG08137,1.0,0.008877485919002783
NOG177318,1.0,0.008877485819275062
NOG108101,1.0,0.008877485751386194
NOG74523,1.0,0.008877485685385638
NOG110718,1.0,0.008877485605404547
NOG29933,1.0,0.008877485510947027
NOG112813,1.0,0.008877484613359068
NOG97221,1.0,0.008877484347112746
COG2121,1.0,0.008877484310445199
NOG150808,1.0,0.008877484172897703
NOG132507,1.0,0.008877483987138068
NOG92595,1.0,0.00887748346615002
NOG67518,1.0,0.008877483415521166
NOG66741,1.0,0.008877483407871981
NOG214675,1.0,0.008877483363262979
NOG44054,1.0,0.008877483348387378
NOG91523,1.0,0.008877483160676552
NOG14215,1.0,0.008877483155280294
NOG105450,1.0,0.008877483036210991
NOG160548,1.0,0.008877482920226321
NOG225422,1.0,0.008877482700813014
NOG104956,1.0,0.00887748259372107
NOG200360,1.0,0.008877482418895938
NOG204188,1.0,0.008877482400304981
NOG53027,1.0,0.008877482387258722
NOG18853,1.0,0.008877482373711146
NOG225339,1.0,0.008877482336158614
NOG104714,1.0,0.008877482257107846
NOG65306,1.0,0.008877482244896387
NOG54783,1.0,0.00887748216364829
NOG218307,1.0,0.008877482133798058
NOG210384,1.0,0.008877481904827608
bactNOG01915,1.0,0.008877481882953746
NOG219771,1.0,0.008877481865722991
NOG318927,1.0,0.008877481854483187
NOG82737,1.0,0.0088774818013336
NOG212501,1.0,0.008877481799075949
NOG114482,1.0,0.008877481793732395
NOG91082,1.0,0.008877481758912165
NOG119059,1.0,0.008877481737445934
NOG97130,1.0,0.008877481727917287
NOG67358,1.0,0.008877481661657133
NOG82274,1.0,0.008877481638762367
NOG69187,1.0,0.008877481626188295
NOG45834,1.0,0.008877481613888853
NOG50464,1.0,0.008877481572292472
NOG119368,1.0,0.008877481555039016
NOG187733,1.0,0.008877481547478359
NOG58243,1.0,0.008877481483056733
NOG105196,1.0,0.008877481457689232
NOG102176,1.0,0.008877481425373252
NOG121742,1.0,0.008877481411532148
NOG172993,1.0,0.008877481381758007
NOG15052,1.0,0.008877481361611029
NOG222552,1.0,0.008877481341648952
NOG216905,1.0,0.0088774813370277
NOG84627,1.0,0.008877481327764168
bactNOG14296,1.0,0.008877481326341181
NOG90468,1.0,0.00887748132169322
NOG220826,1.0,0.008877481320113692
NOG196020,1.0,0.008877481262999939
NOG81783,1.0,0.008877481248925349
NOG193931,1.0,0.008877481237429001
NOG86624,1.0,0.008877481235582501
NOG19604,1.0,0.008877481229762481
NOG192625,1.0,0.008877481226020603
NOG210253,1.0,0.008877481224385803
NOG05587,1.0,0.008877481216407022
NOG59733,1.0,0.008877481213554127
NOG219355,1.0,0.00887748121332599
NOG116891,1.0,0.00887748121097076
NOG223995,1.0,0.008877481193313929
NOG42343,1.0,0.00887748119172746
NOG00223,1.0,0.008877481191033444
NOG88754,1.0,0.008877481179947556
NOG105302,1.0,0.008877481176034886
NOG05846,1.0,0.008877481174852974
NOG108320,1.0,0.008877481174794359
NOG98946,1.0,0.008877481173838518
NOG157223,1.0,0.008877481170647917
NOG127983,1.0,0.008877481168894547
NOG166585,1.0,0.00887748116836238
NOG198903,1.0,0.008877481166693148
NOG85530,1.0,0.008877481164650123
NOG44705,1.0,0.008877481164607431
NOG192621,1.0,0.008877481164607431
NOG85677,1.0,0.008877481163604345
NOG216888,1.0,0.008877481162841466
NOG153348,1.0,0.008877481162159265
COG3886;COG1061,1.0,0.008877481160534696
NOG221831,1.0,0.008877481160269204
NOG09720,1.0,0.008877481159140733
NOG97474,1.0,0.008877481158901291
NOG89455,1.0,0.008877481157958018
NOG213147,1.0,0.008877481157819306
NOG212581,1.0,0.008877481157688986
NOG102810,1.0,0.008877481157677228
COG3067,1.0,0.008877481157352696
NOG131688,1.0,0.008877481156604942
NOG22036,1.0,0.008877481156553697
NOG219212,1.0,0.008877481155314266
NOG19578,1.0,0.008877481155192936
NOG19549,1.0,0.008877481155135024
NOG169942,1.0,0.008877481155053945
NOG205688,1.0,0.008877481155009555
NOG168356,1.0,0.00887748115465718
NOG195256,1.0,0.008877481154582565
NOG210506,1.0,0.00887748115351286
NOG85529,1.0,0.008877481153380053
NOG00370,1.0,0.008877481153366848
NOG76872,1.0,0.008877481153154466
NOG216642,1.0,0.008877481152933507
NOG14654,1.0,0.008877481152888623
NOG218701,1.0,0.008877481152831922
NOG94206,1.0,0.008877481152518706
NOG48106,1.0,0.008877481152062244
NOG228982,1.0,0.00887748115195954
NOG140679,1.0,0.008877481151879219
NOG221523,1.0,0.008877481151833613
NOG224719,1.0,0.00887748115176655
NOG112991,1.0,0.008877481151766224
NOG27460,1.0,0.00887748115175915
NOG218723,1.0,0.008877481151669557
NOG159932,1.0,0.008877481151467049
NOG92541,1.0,0.008877481151359784
NOG111646,1.0,0.008877481151277828
bactNOG14515,1.0,0.008877481151211416
NOG79506,1.0,0.0088774811511999
NOG147490,1.0,0.008877481151053909
NOG04559,1.0,0.008877481150761639
NOG72049,1.0,0.008877481150740106
NOG154184,1.0,0.008877481150731979
NOG55325,1.0,0.00887748115072042
NOG03111,1.0,0.008877481150671166
NOG12944,1.0,0.008877481150636161
NOG65082,1.0,0.008877481150602504
NOG230856,1.0,0.008877481150584126
NOG125493,1.0,0.008877481150566392
NOG112209,1.0,0.008877481150554438
NOG215806,1.0,0.008877481150541313
NOG193739,1.0,0.008877481150477083
NOG285132,1.0,0.008877481150462978
NOG14061,1.0,0.008877481150445732
NOG149731,1.0,0.008877481150426251
NOG198072,1.0,0.008877481150413168
NOG149640,1.0,0.008877481150410422
NOG217458,1.0,0.008877481150386354
NOG217705,1.0,0.008877481150381481
NOG207512,1.0,0.008877481150378758
NOG48247,1.0,0.008877481150377986
NOG221801,1.0,0.008877481150377512
COG1260,1.0,0.008877481150375535
NOG225190,1.0,0.008877481150370714
NOG200531,1.0,0.008877481150368887
NOG83248,1.0,0.008877481150367985
NOG153651,1.0,0.008877481150367067
NOG216747,1.0,0.008877481150366524
NOG84299,1.0,0.008877481150366356
NOG01779,1.0,0.008877481150366334
NOG101580,1.0,0.008877481150366165
NOG133426,1.0,0.008877481150366162
NOG63022,1.0,0.008877481150366153
NOG213801,1.0,0.008877481150366141
NOG23613,1.0,0.008877481150366134
NOG87246,1.0,0.008877481150366134
NOG87534,1.0,0.008877481150366134
NOG95739,1.0,0.008877481150366134
NOG197023,1.0,0.008876456794923477
NOG186435,1.0,0.008874109444049762
NOG227397,1.0,0.008873386727170198
NOG76796,1.0,0.008871788528980426
NOG183393,1.0,0.008869845456414623
NOG82955,1.0,0.008868898903478657
NOG123251,1.0,0.008868659605283396
NOG228826,1.0,0.008866980922740042
NOG278023,1.0,0.008861218966738233
NOG152537,1.0,0.008860662795327934
COG4815,1.0,0.008860584846236707
NOG192413,1.0,0.008859484851018087
NOG226849,1.0,0.008859473872907486
NOG159342,1.0,0.008858656993034448
NOG110807,1.0,0.008856591973037503
NOG116907,1.0,0.008856433696186779
NOG71303,1.0,0.008855597719741155
NOG109466,1.0,0.008855502804401798
NOG12793;COG4932,1.0,0.008855302178487701
NOG52721,1.0,0.00885444322955861
NOG103982,1.0,0.008854332970977779
NOG136734,1.0,0.008853961651043189
NOG17324,1.0,0.008853850065832959
NOG116838,1.0,0.008853735212747125
NOG07090,1.0,0.008852114746943961
NOG189583,1.0,0.00885190352291472
NOG20392,1.0,0.008851716795627898
NOG199968,1.0,0.008851050339775835
NOG203059,1.0,0.00885084647802519
NOG223310,1.0,0.008850727029447883
NOG107846,1.0,0.008850265858982864
NOG213243,1.0,0.008850233360172025
NOG90952,1.0,0.008849942051394923
NOG221957,1.0,0.008849906653440405
NOG116565,1.0,0.008849778901180216
NOG127100,1.0,0.008849753670006583
NOG159270,1.0,0.008849714050167974
NOG117244,1.0,0.008849693439484467
NOG82701,1.0,0.00884940613067392
NOG162540,1.0,0.008849329836120851
NOG100919,1.0,0.008849268341531965
NOG215982,1.0,0.00884922933215883
NOG116881,1.0,0.008849194084074289
NOG59834,1.0,0.008849122668555552
NOG215865,1.0,0.00884903463767496
NOG215972,1.0,0.008849002568352537
NOG213232,1.0,0.008848798800676768
NOG187999,1.0,0.008848742377178713
COG5368,1.0,0.008848717734187128
NOG220672,1.0,0.008848710123457755
NOG41192,1.0,0.008848687869770593
NOG197798,1.0,0.008848672632124388
NOG120542,1.0,0.008848593869801512
NOG118652,1.0,0.008848547524552955
NOG91763,1.0,0.008848496598383814
NOG92594,1.0,0.008848421061539406
NOG95887,1.0,0.00884838142751024
NOG11251,1.0,0.008848349341078136
NOG95311,1.0,0.008848335316188349
NOG29647,1.0,0.008848335315354786
NOG217723,1.0,0.008848324822651415
NOG109980,1.0,0.008848320434470647
NOG142231,1.0,0.008848294407219235
NOG215820,1.0,0.008848286002443398
NOG192101,1.0,0.008848285513960174
NOG231577,1.0,0.008848275742074384
NOG118150,1.0,0.008848257231572187
NOG48893,1.0,0.008848251754149586
NOG305740,1.0,0.008848242509308048
NOG134631,1.0,0.008848240585750148
NOG44141,1.0,0.008848240294985195
NOG103401,1.0,0.008848232837896465
NOG69322,1.0,0.008848232389180567
NOG182791,1.0,0.008848228259015165
NOG52881,1.0,0.008848213599221253
NOG89097,1.0,0.0088482130544515
NOG220037,1.0,0.008848212670339129
NOG06359,1.0,0.008848203210795456
NOG215108,1.0,0.008848195094045478
NOG117465,1.0,0.00884819172850034
NOG115443,1.0,0.008848190563031532
NOG104321,1.0,0.008848186331717748
NOG83547,1.0,0.008848185187343467
NOG212544,1.0,0.008848182824141355
NOG35054,1.0,0.008848182552769574
NOG224547,1.0,0.00884817982403786
NOG115191,1.0,0.008848177114406327
NOG64650,1.0,0.008848176453336394
NOG149424,1.0,0.008848176367210983
NOG90532,1.0,0.008848173054477203
NOG98089,1.0,0.008848169473176994
NOG180595,1.0,0.00884816945844064
NOG138363,1.0,0.008848168439895238
NOG205919,1.0,0.008848166963068298
NOG24867,1.0,0.008848166420164363
NOG26262,1.0,0.008848166059265913
NOG116922,1.0,0.008848164964852544
NOG212785,1.0,0.008848164580882003
NOG219610,1.0,0.008848162548601652
NOG105810,1.0,0.00884816183823389
NOG224697,1.0,0.008848161455395331
NOG228212,1.0,0.008848160826272143
NOG155767,1.0,0.008848160213507851
NOG21508,1.0,0.008848160083129547
NOG78326,1.0,0.00884816007154684
NOG85524,1.0,0.008848158861835913
bactNOG14419,1.0,0.008848158313876055
NOG228993,1.0,0.008848157965854074
NOG128005,1.0,0.00884815776987222
NOG228318,1.0,0.008848157447434765
NOG208453,1.0,0.008848157075277668
NOG146859,1.0,0.008848156635188436
NOG166548,1.0,0.008848156521363436
NOG200243,1.0,0.008848155934551792
NOG223744,1.0,0.008848155837077452
NOG220195,1.0,0.008848155834739958
NOG210528,1.0,0.008848155566388662
NOG110163,1.0,0.008848155226316082
NOG218300,1.0,0.008848154651834205
NOG157586,1.0,0.008848154482900819
NOG184581,1.0,0.008848154022115619
NOG124872,1.0,0.00884815374021803
NOG143875,1.0,0.008848153590988804
NOG227512,1.0,0.008848153490679696
NOG80383,1.0,0.00884815343790858
NOG36250,1.0,0.008848153160361775
NOG215648,1.0,0.008848153019867192
NOG27595,1.0,0.008848152837395713
bactNOG12861,1.0,0.008848152643920785
NOG101908,1.0,0.00884815257145844
NOG49123,1.0,0.008848152543536726
NOG216068,1.0,0.008848152356596216
NOG06873,1.0,0.008848152166106772
NOG113780,1.0,0.0088481521613504
NOG206319,1.0,0.008848152051489094
NOG207346,1.0,0.008848151976737337
NOG154723,1.0,0.008848151961995884
NOG86034,1.0,0.008848151953202583
NOG42147,1.0,0.008848151946958423
NOG08368,1.0,0.008848151946958423
NOG168273,1.0,0.00884815192503076
NOG25497,1.0,0.008848151879138287
NOG114422,1.0,0.008848151874582445
NOG131159,1.0,0.008848151858048431
NOG141134,1.0,0.008848151821448904
NOG212335,1.0,0.008848151769808932
